device_name,attribute,unit,bmad_ele_name,bmad_factor,bmad_attribute,example_value
YCOR:LTU1:253,BDES,kG-m,YCDL1,-1/10.0,bl_vkick,0
XCOR:LTU1:288,BDES,kG-m,XCQT12,-1/10.0,bl_hkick,0
YCOR:LTU1:293,BDES,kG-m,YCQT12,-1/10.0,bl_vkick,0
XCOR:LTU1:348,BDES,kG-m,XCDL2,-1/10.0,bl_hkick,0
YCOR:LTU1:353,BDES,kG-m,YCDL2,-1/10.0,bl_vkick,0
XCOR:LTU1:388,BDES,kG-m,XCQT22,-1/10.0,bl_hkick,0
YCOR:LTU1:393,BDES,kG-m,YCQT22,-1/10.0,bl_vkick,0
XCOR:LTU1:448,BDES,kG-m,XCDL3,-1/10.0,bl_hkick,0
YCOR:LTU1:453,BDES,kG-m,YCDL3,-1/10.0,bl_vkick,0
XCOR:LTU1:488,BDES,kG-m,XCQT32,-1/10.0,bl_hkick,0
YCOR:LTU1:493,BDES,kG-m,YCQT32,-1/10.0,bl_vkick,0
XCOR:LTU1:558,BDES,kG-m,XCDL4,-1/10.0,bl_hkick,0
YCOR:LTU1:563,BDES,kG-m,YCDL4,-1/10.0,bl_vkick,0
XCOR:LTU1:588,BDES,kG-m,XCQT42,-1/10.0,bl_hkick,0
YCOR:LTU1:593,BDES,kG-m,YCQT42,-1/10.0,bl_vkick,0
YCOR:LTU1:611,BDES,kG-m,YCEM1,-1/10.0,bl_vkick,0
XCOR:LTU1:642,BDES,kG-m,XCEM2,-1/10.0,bl_hkick,0
YCOR:LTU1:657,BDES,kG-m,YCEM3,-1/10.0,bl_vkick,0
XCOR:LTU1:678,BDES,kG-m,XCEM4,-1/10.0,bl_hkick,0
XCOR:LTU1:718,BDES,kG-m,XCE31,-1/10.0,bl_hkick,0
YCOR:LTU1:727,BDES,kG-m,YCE32,-1/10.0,bl_vkick,0
XCOR:LTU1:738,BDES,kG-m,XCE33,-1/10.0,bl_hkick,0
YCOR:LTU1:747,BDES,kG-m,YCE34,-1/10.0,bl_vkick,0
XCOR:LTU1:758,BDES,kG-m,XCE35,-1/10.0,bl_hkick,0
YCOR:LTU1:767,BDES,kG-m,YCE36,-1/10.0,bl_vkick,0
XCOR:LTU1:818,BDES,kG-m,XCUM1,-1/10.0,bl_hkick,0
YCOR:LTU1:837,BDES,kG-m,YCUM2,-1/10.0,bl_vkick,0
YCOR:LTU1:857,BDES,kG-m,YCUM3,-1/10.0,bl_vkick,0
XCOR:LTU1:878,BDES,kG-m,XCUM4,-1/10.0,bl_hkick,0
XCOR:UND1:180,BDES,kG-m,XCU01,-1/10.0,bl_hkick,0
YCOR:UND1:180,BDES,kG-m,YCU01,-1/10.0,bl_vkick,0
XCOR:UND1:280,BDES,kG-m,XCU02,-1/10.0,bl_hkick,0
YCOR:UND1:280,BDES,kG-m,YCU02,-1/10.0,bl_vkick,0
XCOR:UND1:380,BDES,kG-m,XCU03,-1/10.0,bl_hkick,0
YCOR:UND1:380,BDES,kG-m,YCU03,-1/10.0,bl_vkick,0
XCOR:UND1:480,BDES,kG-m,XCU04,-1/10.0,bl_hkick,0
YCOR:UND1:480,BDES,kG-m,YCU04,-1/10.0,bl_vkick,0
XCOR:UND1:580,BDES,kG-m,XCU05,-1/10.0,bl_hkick,0
YCOR:UND1:580,BDES,kG-m,YCU05,-1/10.0,bl_vkick,0
XCOR:UND1:680,BDES,kG-m,XCU06,-1/10.0,bl_hkick,0
YCOR:UND1:680,BDES,kG-m,YCU06,-1/10.0,bl_vkick,0
XCOR:UND1:780,BDES,kG-m,XCU07,-1/10.0,bl_hkick,0
YCOR:UND1:780,BDES,kG-m,YCU07,-1/10.0,bl_vkick,0
XCOR:UND1:880,BDES,kG-m,XCU08,-1/10.0,bl_hkick,0
YCOR:UND1:880,BDES,kG-m,YCU08,-1/10.0,bl_vkick,0
XCOR:UND1:980,BDES,kG-m,XCU09,-1/10.0,bl_hkick,0
YCOR:UND1:980,BDES,kG-m,YCU09,-1/10.0,bl_vkick,0
XCOR:UND1:1080,BDES,kG-m,XCU10,-1/10.0,bl_hkick,0
YCOR:UND1:1080,BDES,kG-m,YCU10,-1/10.0,bl_vkick,0
XCOR:UND1:1180,BDES,kG-m,XCU11,-1/10.0,bl_hkick,0
YCOR:UND1:1180,BDES,kG-m,YCU11,-1/10.0,bl_vkick,0
XCOR:UND1:1280,BDES,kG-m,XCU12,-1/10.0,bl_hkick,0
YCOR:UND1:1280,BDES,kG-m,YCU12,-1/10.0,bl_vkick,0
XCOR:UND1:1380,BDES,kG-m,XCU13,-1/10.0,bl_hkick,0
YCOR:UND1:1380,BDES,kG-m,YCU13,-1/10.0,bl_vkick,0
XCOR:UND1:1480,BDES,kG-m,XCU14,-1/10.0,bl_hkick,0
YCOR:UND1:1480,BDES,kG-m,YCU14,-1/10.0,bl_vkick,0
XCOR:UND1:1580,BDES,kG-m,XCU15,-1/10.0,bl_hkick,0
YCOR:UND1:1580,BDES,kG-m,YCU15,-1/10.0,bl_vkick,0
XCOR:UND1:1680,BDES,kG-m,XCU16,-1/10.0,bl_hkick,0
YCOR:UND1:1680,BDES,kG-m,YCU16,-1/10.0,bl_vkick,0
XCOR:UND1:1780,BDES,kG-m,XCU17,-1/10.0,bl_hkick,0
YCOR:UND1:1780,BDES,kG-m,YCU17,-1/10.0,bl_vkick,0
XCOR:UND1:1880,BDES,kG-m,XCU18,-1/10.0,bl_hkick,0
YCOR:UND1:1880,BDES,kG-m,YCU18,-1/10.0,bl_vkick,0
XCOR:UND1:1980,BDES,kG-m,XCU19,-1/10.0,bl_hkick,0
YCOR:UND1:1980,BDES,kG-m,YCU19,-1/10.0,bl_vkick,0
XCOR:UND1:2080,BDES,kG-m,XCU20,-1/10.0,bl_hkick,0
YCOR:UND1:2080,BDES,kG-m,YCU20,-1/10.0,bl_vkick,0
XCOR:UND1:2180,BDES,kG-m,XCU21,-1/10.0,bl_hkick,0
YCOR:UND1:2180,BDES,kG-m,YCU21,-1/10.0,bl_vkick,0
XCOR:UND1:2280,BDES,kG-m,XCU22,-1/10.0,bl_hkick,0
YCOR:UND1:2280,BDES,kG-m,YCU22,-1/10.0,bl_vkick,0
XCOR:UND1:2380,BDES,kG-m,XCU23,-1/10.0,bl_hkick,0
YCOR:UND1:2380,BDES,kG-m,YCU23,-1/10.0,bl_vkick,0
XCOR:UND1:2480,BDES,kG-m,XCU24,-1/10.0,bl_hkick,0
YCOR:UND1:2480,BDES,kG-m,YCU24,-1/10.0,bl_vkick,0
XCOR:UND1:2580,BDES,kG-m,XCU25,-1/10.0,bl_hkick,0
YCOR:UND1:2580,BDES,kG-m,YCU25,-1/10.0,bl_vkick,0
XCOR:UND1:2680,BDES,kG-m,XCU26,-1/10.0,bl_hkick,0
YCOR:UND1:2680,BDES,kG-m,YCU26,-1/10.0,bl_vkick,0
XCOR:UND1:2780,BDES,kG-m,XCU27,-1/10.0,bl_hkick,0
YCOR:UND1:2780,BDES,kG-m,YCU27,-1/10.0,bl_vkick,0
XCOR:UND1:2880,BDES,kG-m,XCU28,-1/10.0,bl_hkick,0
YCOR:UND1:2880,BDES,kG-m,YCU28,-1/10.0,bl_vkick,0
XCOR:UND1:2980,BDES,kG-m,XCU29,-1/10.0,bl_hkick,0
YCOR:UND1:2980,BDES,kG-m,YCU29,-1/10.0,bl_vkick,0
XCOR:UND1:3080,BDES,kG-m,XCU30,-1/10.0,bl_hkick,0
YCOR:UND1:3080,BDES,kG-m,YCU30,-1/10.0,bl_vkick,0
XCOR:UND1:3180,BDES,kG-m,XCU31,-1/10.0,bl_hkick,0
YCOR:UND1:3180,BDES,kG-m,YCU31,-1/10.0,bl_vkick,0
XCOR:UND1:3280,BDES,kG-m,XCU32,-1/10.0,bl_hkick,0
YCOR:UND1:3280,BDES,kG-m,YCU32,-1/10.0,bl_vkick,0
XCOR:UND1:3380,BDES,kG-m,XCU33,-1/10.0,bl_hkick,0
YCOR:UND1:3380,BDES,kG-m,YCU33,-1/10.0,bl_vkick,0
XCOR:DMP1:201,BDES,kG-m,XCUE1,-1/10.0,bl_hkick,0
YCOR:DMP1:298,BDES,kG-m,YCUE2,-1/10.0,bl_vkick,0
YCOR:DMP1:391,BDES,kG-m,YCD3,-1/10.0,bl_vkick,0
XCOR:DMP1:392,BDES,kG-m,XCD3,-1/10.0,bl_hkick,0
YCOR:DMP1:440,BDES,kG-m,YCDD,-1/10.0,bl_vkick,0
XCOR:DMP1:602,BDES,kG-m,XCDD,-1/10.0,bl_hkick,0
