"Element","Area","Type","Control System Name","Sector","Sector Location","Keyword","SumL (m)","Linac Z (m)","Beampath"
"BX22","BC2","MAD","BEND:LI24:790","S24","","BEND","409.3991432","2424.0755","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPMS21","BC2","MAD","BPMS:LI24:801","S24","","BPM","410.053482","2424.729825","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"CE21","BC2","MAD","COLL:LI24:805","S24","","COLL","410.217942","2424.894285","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"OTR21","BC2","MAD","OTRS:LI24:807","S24","","PROF","410.400548","2425.076891","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BX23","BC2","MAD","BEND:LI24:810","S24","","BEND","411.0407708","2425.7171","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"CQ22","BC2","MAD","QUAD:LI24:860","S24","","QUAD","419.1708362","2433.842333","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BX24","BC2","MAD","BEND:LI24:880","S24","","BEND","421.4561126","2436.1263","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BL21","BC2","MAD","BLEN:LI24:886","S24","","BLMO","422.2458264","2436.916","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"QM22","BC2","MAD","QUAD:LI24:892","S24","HOUSING","QUAD","422.6409264","2437.3111","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM24901","BC2","MAD","BPMS:LI24:901","S24","","BPM","423.3029264","2437.9731","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24901A","BC2","MAD","QUAD:LI24:901","S24","","QUAD","423.3029264","2437.9731","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24901B","BC2","MAD","QUAD:LI24:902","S24","","QUAD","423.5160264","2438.1862","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC24900","L3","MAD","XCOR:LI24:900","S25","","XCOR","424.0548264","2438.725","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC24900","L3","MAD","YCOR:LI24:900","S25","","YCOR","424.3798264","2439.05","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_1A","L3","MAD","KLYS:LI25:11","S25","","LCAV","425.2518764","2439.92205","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_1B","L3","MAD","KLYS:LI25:11","S25","","LCAV","428.2959764","2442.96615","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_1D","L3","MAD","KLYS:LI25:11","S25","","LCAV","434.3841764","2449.05435","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25201","L3","MAD","BPMS:LI25:201","S25","","BPM","435.9938264","2450.664","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25201","L3","MAD","QUAD:LI25:201","S25","","QUAD","435.9938264","2450.664","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25202","L3","MAD","XCOR:LI25:202","S25","","XCOR","436.5272264","2451.1974","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25203","L3","MAD","YCOR:LI25:203","S25","","YCOR","436.8447264","2451.5149","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_2A","L3","MAD","KLYS:LI25:21","S25","","LCAV","437.5962764","2452.26645","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_2B","L3","MAD","KLYS:LI25:21","S25","","LCAV","440.6403764","2455.31055","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_2C","L3","MAD","KLYS:LI25:21","S25","","LCAV","443.6844764","2458.35465","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"IMBC2O","L3","MAD","TORO:LI25:235","S25","","IMON","445.2712264","2459.9414","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"TCAV3","L3","MAD","TCAV:LI24:800","S25","","LCAV","446.7561264","2461.4263","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25301","L3","MAD","BPMS:LI25:301","S25","","BPM","448.3382264","2463.0084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25301","L3","MAD","QUAD:LI25:301","S25","","QUAD","448.3382264","2463.0084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25302","L3","MAD","XCOR:LI25:302","S25","","XCOR","448.7498264","2463.42","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25303","L3","MAD","YCOR:LI25:303","S25","","YCOR","449.1002264","2463.7704","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_3A","L3","MAD","KLYS:LI25:31","S25","","LCAV","449.9406764","2464.61085","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_3B","L3","MAD","KLYS:LI25:31","S25","","LCAV","452.9847764","2467.65495","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_3C","L3","MAD","KLYS:LI25:31","S25","","LCAV","456.0288764","2470.69905","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"PH03","L3","MAD","PCAV:LI25:300","S25","","INST","458.1499264","2472.8201","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BL22","L3","MAD","BLEN:LI25:340","S25","","BLMO","458.7090264","2473.3792","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BXKIK","L3","MAD","KICK:LI25:344","S25","","BEND","459.8538264","2474.524","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25401","L3","MAD","BPMS:LI25:401","S25","","BPM","460.6826264","2475.3528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25401","L3","MAD","QUAD:LI25:401","S25","","QUAD","460.6826264","2475.3528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25402","L3","MAD","XCOR:LI25:402","S25","","XCOR","461.0898264","2475.76","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25403","L3","MAD","YCOR:LI25:403","S25","","YCOR","461.3398264","2476.01","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_4A","L3","MAD","KLYS:LI25:41","S25","","LCAV","462.2850764","2476.95525","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_4B","L3","MAD","KLYS:LI25:41","S25","","LCAV","465.3291764","2479.99935","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_4C","L3","MAD","KLYS:LI25:41","S25","","LCAV","468.3732764","2483.04345","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_4D","L3","MAD","KLYS:LI25:41","S25","","LCAV","471.4173764","2486.08755","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25501","L3","MAD","BPMS:LI25:501","S25","","BPM","473.0270264","2487.6972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25501","L3","MAD","QUAD:LI25:501","S25","","QUAD","473.0270264","2487.6972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25502","L3","MAD","XCOR:LI25:502","S25","","XCOR","473.4342264","2488.1044","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25503","L3","MAD","YCOR:LI25:503","S25","","YCOR","473.6842264","2488.3544","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_5A","L3","MAD","KLYS:LI25:51","S25","","LCAV","474.6294764","2489.29965","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_5B","L3","MAD","KLYS:LI25:51","S25","","LCAV","477.6735764","2492.34375","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_5C","L3","MAD","KLYS:LI25:51","S25","","LCAV","480.7176764","2495.38785","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_5D","L3","MAD","KLYS:LI25:51","S25","","LCAV","483.7617764","2498.43195","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25601","L3","MAD","BPMS:LI25:601","S25","","BPM","485.3714264","2500.0416","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25601","L3","MAD","QUAD:LI25:601","S25","","QUAD","485.3714264","2500.0416","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25602","L3","MAD","XCOR:LI25:602","S25","","XCOR","485.7798264","2500.45","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25603","L3","MAD","YCOR:LI25:603","S25","","YCOR","486.1620264","2500.8322","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_6A","L3","MAD","KLYS:LI25:61","S25","","LCAV","486.9738764","2501.64405","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_6B","L3","MAD","KLYS:LI25:61","S25","","LCAV","490.0179764","2504.68815","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_6C","L3","MAD","KLYS:LI25:61","S25","","LCAV","493.0620764","2507.73225","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_6D","L3","MAD","KLYS:LI25:61","S25","","LCAV","496.1061764","2510.77635","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25701","L3","MAD","BPMS:LI25:701","S25","","BPM","497.7158264","2512.386","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25701","L3","MAD","QUAD:LI25:701","S25","","QUAD","497.7158264","2512.386","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25702","L3","MAD","XCOR:LI25:702","S25","","XCOR","498.1298264","2512.8","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25703","L3","MAD","YCOR:LI25:703","S25","","YCOR","498.3798264","2513.05","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_7A","L3","MAD","KLYS:LI25:71","S25","","LCAV","499.3182764","2513.98845","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_7B","L3","MAD","KLYS:LI25:71","S25","","LCAV","502.3623764","2517.03255","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_7C","L3","MAD","KLYS:LI25:71","S25","","LCAV","505.4064764","2520.07665","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_7D","L3","MAD","KLYS:LI25:71","S25","","LCAV","508.4505764","2523.12075","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25801","L3","MAD","BPMS:LI25:801","S25","","BPM","510.0602264","2524.7304","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25801","L3","MAD","QUAD:LI25:801","S25","","QUAD","510.0602264","2524.7304","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25802","L3","MAD","XCOR:LI25:802","S25","","XCOR","510.4698264","2525.14","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25803","L3","MAD","YCOR:LI25:803","S25","","YCOR","510.7198264","2525.39","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_8A","L3","MAD","KLYS:LI25:81","S25","","LCAV","511.6626764","2526.33285","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_8B","L3","MAD","KLYS:LI25:81","S25","","LCAV","514.7067764","2529.37695","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_8C","L3","MAD","KLYS:LI25:81","S25","","LCAV","517.7508764","2532.42105","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_8D","L3","MAD","KLYS:LI25:81","S25","","LCAV","520.7949764","2535.46515","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25900","L3","MAD","XCOR:LI25:900","S25","","XCOR","521.6598264","2536.33","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25900","L3","MAD","YCOR:LI25:900","S25","","YCOR","521.9098264","2536.58","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25901","L3","MAD","BPMS:LI25:901","S25","","BPM","522.6452264","2537.3154","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25901","L3","MAD","QUAD:LI25:901","S25","","QUAD","522.6452264","2537.3154","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"OTR_TCAV","L3","MAD","OTRS:LI25:920","S25","","PROF","523.2018264","2537.872","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_1A","L3","MAD","KLYS:LI26:11","S26","","LCAV","526.8518764","2541.52205","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_1B","L3","MAD","KLYS:LI26:11","S26","","LCAV","529.8959764","2544.56615","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_1C","L3","MAD","KLYS:LI26:11","S26","","LCAV","532.9400764","2547.61025","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_1D","L3","MAD","KLYS:LI26:11","S26","","LCAV","535.9841764","2550.65435","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM26201","L3","MAD","BPMS:LI26:201","S26","","BPM","537.5938264","2552.264","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q26201","L3","MAD","QUAD:LI26:201","S26","","QUAD","537.5938264","2552.264","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC26202","L3","MAD","XCOR:LI26:202","S26","","XCOR","537.9998264","2552.67","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC26203","L3","MAD","YCOR:LI26:203","S26","","YCOR","538.3717264","2553.0419","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_2A","L3","MAD","KLYS:LI26:21","S26","","LCAV","539.1962764","2553.86645","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_2B","L3","MAD","KLYS:LI26:21","S26","","LCAV","542.2403764","2556.91055","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_2C","L3","MAD","KLYS:LI26:21","S26","","LCAV","545.2844764","2559.95465","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_2D","L3","MAD","KLYS:LI26:21","S26","","LCAV","548.3285764","2562.99875","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM26301","L3","MAD","BPMS:LI26:301","S26","","BPM","549.9382264","2564.6084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q26301","L3","MAD","QUAD:LI26:301","S26","","QUAD","549.9382264","2564.6084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC26302","L3","MAD","XCOR:LI26:302","S26","","XCOR","550.3498264","2565.02","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC26303","L3","MAD","YCOR:LI26:303","S26","","YCOR","550.5998264","2565.27","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_3A","L3","MAD","KLYS:LI26:31","S26","","LCAV","551.5406764","2566.21085","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_3B","L3","MAD","KLYS:LI26:31","S26","","LCAV","554.5847764","2569.25495","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_3C","L3","MAD","KLYS:LI26:31","S26","","LCAV","557.6288764","2572.29905","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_3D","L3","MAD","KLYS:LI26:31","S26","","LCAV","560.6729764","2575.34315","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM26401","L3","MAD","BPMS:LI26:401","S26","","BPM","562.2826264","2576.9528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q26401","L3","MAD","QUAD:LI26:401","S26","","QUAD","562.2826264","2576.9528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC26402","L3","MAD","XCOR:LI26:402","S26","","XCOR","562.6898264","2577.36","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC26403","L3","MAD","YCOR:LI26:403","S26","","YCOR","562.9398264","2577.61","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_4A","L3","MAD","KLYS:LI26:41","S26","","LCAV","563.8850764","2578.55525","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_4B","L3","MAD","KLYS:LI26:41","S26","","LCAV","566.9291764","2581.59935","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_4C","L3","MAD","KLYS:LI26:41","S26","","LCAV","569.9732764","2584.64345","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_4D","L3","MAD","KLYS:LI26:41","S26","","LCAV","573.0173764","2587.68755","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM26501","L3","MAD","BPMS:LI26:501","S26","","BPM","574.6270264","2589.2972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q26501","L3","MAD","QUAD:LI26:501","S26","","QUAD","574.6270264","2589.2972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC26502","L3","MAD","XCOR:LI26:502","S26","","XCOR","575.0398264","2589.71","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC26503","L3","MAD","YCOR:LI26:503","S26","","YCOR","575.2898264","2589.96","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_5A","L3","MAD","KLYS:LI26:51","S26","","LCAV","576.2294764","2590.89965","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_5B","L3","MAD","KLYS:LI26:51","S26","","LCAV","579.2735764","2593.94375","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_5C","L3","MAD","KLYS:LI26:51","S26","","LCAV","582.3176764","2596.98785","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_5D","L3","MAD","KLYS:LI26:51","S26","","LCAV","585.3617764","2600.03195","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM26601","L3","MAD","BPMS:LI26:601","S26","","BPM","586.9714264","2601.6416","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q26601","L3","MAD","QUAD:LI26:601","S26","","QUAD","586.9714264","2601.6416","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC26602","L3","MAD","XCOR:LI26:602","S26","","XCOR","587.3798264","2602.05","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC26603","L3","MAD","YCOR:LI26:603","S26","","YCOR","587.7906264","2602.4608","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_6A","L3","MAD","KLYS:LI26:61","S26","","LCAV","588.5738764","2603.24405","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_6B","L3","MAD","KLYS:LI26:61","S26","","LCAV","591.6179764","2606.28815","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_6C","L3","MAD","KLYS:LI26:61","S26","","LCAV","594.6620764","2609.33225","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_6D","L3","MAD","KLYS:LI26:61","S26","","LCAV","597.7061764","2612.37635","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM26701","L3","MAD","BPMS:LI26:701","S26","","BPM","599.3158264","2613.986","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q26701","L3","MAD","QUAD:LI26:701","S26","","QUAD","599.3158264","2613.986","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC26702","L3","MAD","XCOR:LI26:702","S26","","XCOR","599.7298264","2614.4","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC26703","L3","MAD","YCOR:LI26:703","S26","","YCOR","599.9798264","2614.65","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_7A","L3","MAD","KLYS:LI26:71","S26","","LCAV","600.9182764","2615.58845","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_7B","L3","MAD","KLYS:LI26:71","S26","","LCAV","603.9623764","2618.63255","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_7C","L3","MAD","KLYS:LI26:71","S26","","LCAV","607.0064764","2621.67665","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_7D","L3","MAD","KLYS:LI26:71","S26","","LCAV","610.0505764","2624.72075","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM26801","L3","MAD","BPMS:LI26:801","S26","","BPM","611.6602264","2626.3304","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q26801","L3","MAD","QUAD:LI26:801","S26","","QUAD","611.6602264","2626.3304","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC26802","L3","MAD","XCOR:LI26:802","S26","","XCOR","612.0698264","2626.74","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC26803","L3","MAD","YCOR:LI26:803","S26","","YCOR","612.4508264","2627.121","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_8A","L3","MAD","KLYS:LI26:81","S26","","LCAV","613.2626764","2627.93285","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_8B","L3","MAD","KLYS:LI26:81","S26","","LCAV","616.3067764","2630.97695","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_8C","L3","MAD","KLYS:LI26:81","S26","","LCAV","619.3508764","2634.02105","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_8D","L3","MAD","KLYS:LI26:81","S26","","LCAV","622.3949764","2637.06515","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC26900","L3","MAD","XCOR:LI26:900","S26","","XCOR","623.2598264","2637.93","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC26900","L3","MAD","YCOR:LI26:900","S26","","YCOR","623.5098264","2638.18","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM26901","L3","MAD","BPMS:LI26:901","S26","","BPM","624.2452264","2638.9154","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q26901","L3","MAD","QUAD:LI26:901","S26","","QUAD","624.2452264","2638.9154","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K27_1A","L3","MAD","KLYS:LI27:11","S27","","LCAV","628.4518764","2643.12205","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K27_1B","L3","MAD","KLYS:LI27:11","S27","","LCAV","631.4959764","2646.16615","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K27_1C","L3","MAD","KLYS:LI27:11","S27","","LCAV","634.5400764","2649.21025","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K27_1D","L3","MAD","KLYS:LI27:11","S27","","LCAV","637.5841764","2652.25435","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM27201","L3","MAD","BPMS:LI27:201","S27","","BPM","639.1938264","2653.864","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q27201","L3","MAD","QUAD:LI27:201","S27","","QUAD","639.1938264","2653.864","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC27202","L3","MAD","XCOR:LI27:202","S27","","XCOR","639.5998264","2654.27","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC27203","L3","MAD","YCOR:LI27:203","S27","","YCOR","639.8498264","2654.52","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K27_2A","L3","MAD","KLYS:LI27:21","S27","","LCAV","640.7962764","2655.46645","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K27_2B","L3","MAD","KLYS:LI27:21","S27","","LCAV","643.8403764","2658.51055","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K27_2C","L3","MAD","KLYS:LI27:21","S27","","LCAV","646.8844764","2661.55465","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K27_2D","L3","MAD","KLYS:LI27:21","S27","","LCAV","649.9285764","2664.59875","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM27301","L3","MAD","BPMS:LI27:301","S27","","BPM","651.5382264","2666.2084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q27301","L3","MAD","QUAD:LI27:301","S27","","QUAD","651.5382264","2666.2084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC27302","L3","MAD","XCOR:LI27:302","S27","","XCOR","651.9498264","2666.62","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC27303","L3","MAD","YCOR:LI27:303","S27","","YCOR","652.3193264","2666.9895","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K27_3A","L3","MAD","KLYS:LI27:31","S27","","LCAV","653.1406764","2667.81085","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K27_3B","L3","MAD","KLYS:LI27:31","S27","","LCAV","656.1847764","2670.85495","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
