"Element","Area","Type","Control System Name","Sector","Sector Location","Keyword","SumL (m)","Linac Z (m)","Beampath"
"K22_3D","L2","MAD","KLYS:LI22:31","S22","","LCAV","154.2606376","2168.94315","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM22401","L2","MAD","BPMS:LI22:401","S22","","BPM","155.8702876","2170.5528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q22401","L2","MAD","QUAD:LI22:401","S22","","QUAD","155.8702876","2170.5528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC22402","L2","MAD","XCOR:LI22:402","S22","","XCOR","156.2774876","2170.96","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC22403","L2","MAD","YCOR:LI22:403","S22","","YCOR","156.5274876","2171.21","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_4A","L2","MAD","KLYS:LI22:41","S22","","LCAV","157.4727376","2172.15525","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_4B","L2","MAD","KLYS:LI22:41","S22","","LCAV","160.5168376","2175.19935","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_4C","L2","MAD","KLYS:LI22:41","S22","","LCAV","163.5609376","2178.24345","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_4D","L2","MAD","KLYS:LI22:41","S22","","LCAV","166.6050376","2181.28755","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM22501","L2","MAD","BPMS:LI22:501","S22","","BPM","168.2146876","2182.8972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q22501","L2","MAD","QUAD:LI22:501","S22","","QUAD","168.2146876","2182.8972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC22502","L2","MAD","XCOR:LI22:502","S22","","XCOR","168.6274876","2183.31","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC22503","L2","MAD","YCOR:LI22:503","S22","","YCOR","168.8774876","2183.56","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_5A","L2","MAD","KLYS:LI22:51","S22","","LCAV","169.8171376","2184.49965","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_5B","L2","MAD","KLYS:LI22:51","S22","","LCAV","172.8612376","2187.54375","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_5C","L2","MAD","KLYS:LI22:51","S22","","LCAV","175.9053376","2190.58785","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_5D","L2","MAD","KLYS:LI22:51","S22","","LCAV","178.9494376","2193.63195","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM22601","L2","MAD","BPMS:LI22:601","S22","","BPM","180.5590876","2195.2416","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q22601","L2","MAD","QUAD:LI22:601","S22","","QUAD","180.5590876","2195.2416","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC22602","L2","MAD","XCOR:LI22:602","S22","","XCOR","180.9674876","2195.65","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC22603","L2","MAD","YCOR:LI22:603","S22","","YCOR","181.3464876","2196.029","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_6A","L2","MAD","KLYS:LI22:61","S22","","LCAV","182.1615376","2196.84405","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_6B","L2","MAD","KLYS:LI22:61","S22","","LCAV","185.2056376","2199.88815","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_6C","L2","MAD","KLYS:LI22:61","S22","","LCAV","188.2497376","2202.93225","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_6D","L2","MAD","KLYS:LI22:61","S22","","LCAV","191.2938376","2205.97635","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM22701","L2","MAD","BPMS:LI22:701","S22","","BPM","192.9034876","2207.586","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q22701","L2","MAD","QUAD:LI22:701","S22","","QUAD","192.9034876","2207.586","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC22702","L2","MAD","XCOR:LI22:702","S22","","XCOR","193.3174876","2208","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC22703","L2","MAD","YCOR:LI22:703","S22","","YCOR","193.7003876","2208.3829","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_7A","L2","MAD","KLYS:LI22:71","S22","","LCAV","194.5059376","2209.18845","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_7B","L2","MAD","KLYS:LI22:71","S22","","LCAV","197.5500376","2212.23255","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_7C","L2","MAD","KLYS:LI22:71","S22","","LCAV","200.5941376","2215.27665","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_7D","L2","MAD","KLYS:LI22:71","S22","","LCAV","203.6382376","2218.32075","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM22801","L2","MAD","BPMS:LI22:801","S22","","BPM","205.2478876","2219.9304","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q22801","L2","MAD","QUAD:LI22:801","S22","","QUAD","205.2478876","2219.9304","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC22802","L2","MAD","XCOR:LI22:802","S22","","XCOR","205.6574876","2220.34","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC22803","L2","MAD","YCOR:LI22:803","S22","","YCOR","206.0543876","2220.7369","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_8A","L2","MAD","KLYS:LI22:81","S22","","LCAV","206.8503376","2221.53285","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_8B","L2","MAD","KLYS:LI22:81","S22","","LCAV","209.8944376","2224.57695","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_8C","L2","MAD","KLYS:LI22:81","S22","","LCAV","212.9385376","2227.62105","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K22_8D","L2","MAD","KLYS:LI22:81","S22","","LCAV","215.9826376","2230.66515","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC22900","L2","MAD","XCOR:LI22:900","S22","","XCOR","216.8474876","2231.53","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC22900","L2","MAD","YCOR:LI22:900","S22","","YCOR","217.0974876","2231.78","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM22901","L2","MAD","BPMS:LI22:901","S22","","BPM","217.9113876","2232.5939","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q22901","L2","MAD","QUAD:LI22:901","S22","","QUAD","217.9113876","2232.5939","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_1A","L2","MAD","KLYS:LI23:11","S23","","LCAV","222.0395376","2236.72205","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_1B","L2","MAD","KLYS:LI23:11","S23","","LCAV","225.0836376","2239.76615","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_1C","L2","MAD","KLYS:LI23:11","S23","","LCAV","228.1277376","2242.81025","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_1D","L2","MAD","KLYS:LI23:11","S23","","LCAV","231.1718376","2245.85435","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM23201","L2","MAD","BPMS:LI23:201","S23","","BPM","232.7814876","2247.464","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q23201","L2","MAD","QUAD:LI23:201","S23","","QUAD","232.7814876","2247.464","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC23202","L2","MAD","XCOR:LI23:202","S23","","XCOR","233.1874876","2247.87","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC23203","L2","MAD","YCOR:LI23:203","S23","","YCOR","233.4374876","2248.12","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_2A","L2","MAD","KLYS:LI23:21","S23","","LCAV","234.3839376","2249.06645","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_2B","L2","MAD","KLYS:LI23:21","S23","","LCAV","237.4280376","2252.11055","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_2C","L2","MAD","KLYS:LI23:21","S23","","LCAV","240.4721376","2255.15465","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_2D","L2","MAD","KLYS:LI23:21","S23","","LCAV","243.5162376","2258.19875","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM23301","L2","MAD","BPMS:LI23:301","S23","","BPM","245.1258876","2259.8084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q23301","L2","MAD","QUAD:LI23:301","S23","","QUAD","245.1258876","2259.8084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC23302","L2","MAD","XCOR:LI23:302","S23","","XCOR","245.5374876","2260.22","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC23303","L2","MAD","YCOR:LI23:303","S23","","YCOR","245.9100876","2260.5926","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_3A","L2","MAD","KLYS:LI23:31","S23","","LCAV","246.7283376","2261.41085","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_3B","L2","MAD","KLYS:LI23:31","S23","","LCAV","249.7724376","2264.45495","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_3C","L2","MAD","KLYS:LI23:31","S23","","LCAV","252.8165376","2267.49905","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_3D","L2","MAD","KLYS:LI23:31","S23","","LCAV","255.8606376","2270.54315","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM23401","L2","MAD","BPMS:LI23:401","S23","","BPM","257.4702876","2272.1528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q23401","L2","MAD","QUAD:LI23:401","S23","","QUAD","257.4702876","2272.1528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC23402","L2","MAD","XCOR:LI23:402","S23","","XCOR","257.8774876","2272.56","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC23403","L2","MAD","YCOR:LI23:403","S23","","YCOR","258.2544876","2272.937","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_4A","L2","MAD","KLYS:LI23:41","S23","","LCAV","259.0727376","2273.75525","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_4B","L2","MAD","KLYS:LI23:41","S23","","LCAV","262.1168376","2276.79935","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_4C","L2","MAD","KLYS:LI23:41","S23","","LCAV","265.1609376","2279.84345","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_4D","L2","MAD","KLYS:LI23:41","S23","","LCAV","268.2050376","2282.88755","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM23501","L2","MAD","BPMS:LI23:501","S23","","BPM","269.8146876","2284.4972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q23501","L2","MAD","QUAD:LI23:501","S23","","QUAD","269.8146876","2284.4972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC23502","L2","MAD","XCOR:LI23:502","S23","","XCOR","270.2274876","2284.91","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC23503","L2","MAD","YCOR:LI23:503","S23","","YCOR","270.4774876","2285.16","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_5A","L2","MAD","KLYS:LI23:51","S23","","LCAV","271.4171376","2286.09965","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_5B","L2","MAD","KLYS:LI23:51","S23","","LCAV","274.4612376","2289.14375","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_5C","L2","MAD","KLYS:LI23:51","S23","","LCAV","277.5053376","2292.18785","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_5D","L2","MAD","KLYS:LI23:51","S23","","LCAV","280.5494376","2295.23195","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM23601","L2","MAD","BPMS:LI23:601","S23","","BPM","282.1590876","2296.8416","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q23601","L2","MAD","QUAD:LI23:601","S23","","QUAD","282.1590876","2296.8416","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC23602","L2","MAD","XCOR:LI23:602","S23","","XCOR","282.5674876","2297.25","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC23603","L2","MAD","YCOR:LI23:603","S23","","YCOR","282.8174876","2297.5","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_6A","L2","MAD","KLYS:LI23:61","S23","","LCAV","283.7615376","2298.44405","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_6B","L2","MAD","KLYS:LI23:61","S23","","LCAV","286.8056376","2301.48815","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_6C","L2","MAD","KLYS:LI23:61","S23","","LCAV","289.8497376","2304.53225","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_6D","L2","MAD","KLYS:LI23:61","S23","","LCAV","292.8938376","2307.57635","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM23701","L2","MAD","BPMS:LI23:701","S23","","BPM","294.5034876","2309.186","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q23701","L2","MAD","QUAD:LI23:701","S23","","QUAD","294.5034876","2309.186","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC23702","L2","MAD","XCOR:LI23:702","S23","","XCOR","294.9174876","2309.6","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC23703","L2","MAD","YCOR:LI23:703","S23","","YCOR","295.2845876","2309.9671","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_7A","L2","MAD","KLYS:LI23:71","S23","","LCAV","296.1059376","2310.78845","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_7B","L2","MAD","KLYS:LI23:71","S23","","LCAV","299.1500376","2313.83255","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_7C","L2","MAD","KLYS:LI23:71","S23","","LCAV","302.1941376","2316.87665","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_7D","L2","MAD","KLYS:LI23:71","S23","","LCAV","305.2382376","2319.92075","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM23801","L2","MAD","BPMS:LI23:801","S23","","BPM","306.8478876","2321.5304","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q23801","L2","MAD","QUAD:LI23:801","S23","","QUAD","306.8478876","2321.5304","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC23802","L2","MAD","XCOR:LI23:802","S23","","XCOR","307.2574876","2321.94","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC23803","L2","MAD","YCOR:LI23:803","S23","","YCOR","307.6638876","2322.3464","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_8A","L2","MAD","KLYS:LI23:81","S23","","LCAV","308.4503376","2323.13285","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_8B","L2","MAD","KLYS:LI23:81","S23","","LCAV","311.4944376","2326.17695","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_8C","L2","MAD","KLYS:LI23:81","S23","","LCAV","314.5385376","2329.22105","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K23_8D","L2","MAD","KLYS:LI23:81","S23","","LCAV","317.5826376","2332.26515","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC23900","L2","MAD","XCOR:LI23:900","S23","","XCOR","318.4474876","2333.13","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC23900","L2","MAD","YCOR:LI23:900","S23","","YCOR","318.6974876","2333.38","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM23901","L2","MAD","BPMS:LI23:901","S23","","BPM","319.5113876","2334.1939","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q23901","L2","MAD","QUAD:LI23:901","S23","","QUAD","319.5113876","2334.1939","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_1A","L2","MAD","KLYS:LI24:11","S24","","LCAV","323.6395376","2338.32205","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_1B","L2","MAD","KLYS:LI24:11","S24","","LCAV","326.6836376","2341.36615","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_1C","L2","MAD","KLYS:LI24:11","S24","","LCAV","329.7277376","2344.41025","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_1D","L2","MAD","KLYS:LI24:11","S24","","LCAV","332.7718376","2347.45435","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM24201","L2","MAD","BPMS:LI24:201","S24","","BPM","334.3814876","2349.064","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24201","L2","MAD","QUAD:LI24:201","S24","","QUAD","334.3814876","2349.064","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC24202","L2","MAD","XCOR:LI24:202","S24","","XCOR","334.8334876","2349.516","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC24203","L2","MAD","YCOR:LI24:203","S24","","YCOR","335.1144876","2349.797","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_2A","L2","MAD","KLYS:LI24:21","S24","","LCAV","335.9839376","2350.66645","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_2B","L2","MAD","KLYS:LI24:21","S24","","LCAV","339.0280376","2353.71055","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_2C","L2","MAD","KLYS:LI24:21","S24","","LCAV","342.0721376","2356.75465","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_2D","L2","MAD","KLYS:LI24:21","S24","","LCAV","345.1162376","2359.79875","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM24301","L2","MAD","BPMS:LI24:301","S24","","BPM","346.7258876","2361.4084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24301","L2","MAD","QUAD:LI24:301","S24","","QUAD","346.7258876","2361.4084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC24302","L2","MAD","XCOR:LI24:302","S24","","XCOR","347.1374876","2361.82","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC24303","L2","MAD","YCOR:LI24:303","S24","","YCOR","347.3874876","2362.07","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_3A","L2","MAD","KLYS:LI24:31","S24","","LCAV","348.3283376","2363.01085","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_3B","L2","MAD","KLYS:LI24:31","S24","","LCAV","351.3724376","2366.05495","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_3C","L2","MAD","KLYS:LI24:31","S24","","LCAV","354.4165376","2369.09905","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_3D","L2","MAD","KLYS:LI24:31","S24","","LCAV","357.4606376","2372.14315","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM24401","L2","MAD","BPMS:LI24:401","S24","","BPM","359.0702876","2373.7528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24401","L2","MAD","QUAD:LI24:401","S24","","QUAD","359.0702876","2373.7528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC24402","L2","MAD","XCOR:LI24:402","S24","","XCOR","359.4774876","2374.16","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC24403","L2","MAD","YCOR:LI24:403","S24","","YCOR","359.7822876","2374.4648","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_4A","L2","MAD","KLYS:LI24:41","S24","","LCAV","360.6727376","2375.35525","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_4B","L2","MAD","KLYS:LI24:41","S24","","LCAV","363.7168376","2378.39935","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_4C","L2","MAD","KLYS:LI24:41","S24","","LCAV","366.7609376","2381.44345","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_4D","L2","MAD","KLYS:LI24:41","S24","","LCAV","369.8050376","2384.48755","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM24501","L2","MAD","BPMS:LI24:501","S24","","BPM","371.4146876","2386.0972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24501","L2","MAD","QUAD:LI24:501","S24","","QUAD","371.4146876","2386.0972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC24502","L2","MAD","XCOR:LI24:502","S24","","XCOR","371.8274876","2386.51","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC24503","L2","MAD","YCOR:LI24:503","S24","","YCOR","372.1322876","2386.8148","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_5A","L2","MAD","KLYS:LI24:51","S24","","LCAV","373.0171376","2387.69965","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_5B","L2","MAD","KLYS:LI24:51","S24","","LCAV","376.0612376","2390.74375","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_5C","L2","MAD","KLYS:LI24:51","S24","","LCAV","379.1053376","2393.78785","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_5D","L2","MAD","KLYS:LI24:51","S24","","LCAV","382.1494376","2396.83195","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM24601","L2","MAD","BPMS:LI24:601","S24","","BPM","383.7590876","2398.4416","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24601","L2","MAD","QUAD:LI24:601","S24","","QUAD","383.7590876","2398.4416","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC24602","L2","MAD","XCOR:LI24:602","S24","","XCOR","384.1674876","2398.85","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC24603","L2","MAD","YCOR:LI24:603","S24","","YCOR","384.4722876","2399.1548","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_6A","L2","MAD","KLYS:LI24:61","S24","","LCAV","385.3615376","2400.04405","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_6B","L2","MAD","KLYS:LI24:61","S24","","LCAV","388.4056376","2403.08815","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_6C","L2","MAD","KLYS:LI24:61","S24","","LCAV","391.4497376","2406.13225","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_6D","L2","MAD","KLYS:LI24:61","S24","","LCAV","394.4938376","2409.17635","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC24702","L2","MAD","XCOR:LI24:702","S24","","XCOR","395.3038876","2409.9864","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC24703","L2","MAD","YCOR:LI24:703","S24","","YCOR","395.6086876","2410.2912","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24701A","BC2","MAD","QUAD:LI24:701","S24","","QUAD","396.1034876","2410.786","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM24701","BC2","MAD","BPMS:LI24:701","S24","","BPM","396.3372876","2411.0198","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24701B","BC2","MAD","QUAD:LI24:702","S24","","QUAD","396.3372876","2411.0198","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"WS24","BC2","MAD","WIRE:LI24:705","S24","","WIRE","396.7664876","2411.449","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"IMBC2I","BC2","MAD","TORO:LI24:707","S24","","IMON","396.9594876","2411.642","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"QM21","BC2","MAD","QUAD:LI24:713","S24","","QUAD","398.1441882","2412.826701","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BX21","BC2","MAD","BEND:LI24:720","S24","","BEND","398.9838014","2413.6663","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"CQ21","BC2","MAD","QUAD:LI24:740","S24","","QUAD","401.2690777","2415.950268","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
